cgpa,internships,projects_count,github_activity_score,leetcode_rating,codechef_rating,coding_score,aptitude_score,communication_score,attendance_percentage,certifications_count,project_impact_score,certification_impact_score,placement_score
6.6,1,3,34,1294,900,7.9,80,69,62,2,54,36,70.53
6.6,0,2,25,1099,900,6.1,66,80,92,2,100,58,69.81
5.4,1,0,12,1734,1505,21.2,66,70,66,2,62,60,59.54
8.1,0,3,37,0,900,2.0,66,68,77,1,68,25,63.72
5.3,2,2,19,1168,1469,11.9,74,81,70,4,61,57,67.42
6.0,1,2,41,1099,1107,6.9,56,68,69,1,44,72,63.03
5.0,0,4,60,1645,1485,18.9,79,45,64,2,84,54,70.3
7.4,0,0,10,1468,1397,15.0,58,64,84,2,33,89,59.21
7.3,0,1,21,1803,2146,31.4,60,56,87,4,88,49,70.73
7.1,2,2,21,1409,1440,15.1,53,48,83,4,80,79,71.46
6.2,0,4,42,1382,1548,14.8,56,47,92,5,82,67,72.54
6.1,2,2,28,888,0,4.6,65,67,70,4,77,48,71.85
8.1,0,1,10,1650,1168,15.4,59,41,74,0,64,60,61.75
6.8,0,5,69,1494,1657,19.9,45,64,70,3,77,63,77.58
7.9,3,3,40,1856,0,21.7,55,54,82,2,61,65,82.63
6.4,2,1,22,1727,0,19.7,54,42,79,0,55,57,60.88
7.7,0,2,32,0,900,3.1,56,61,62,2,52,71,67.94
9.1,3,3,72,1599,2200,27.5,25,69,91,2,70,79,90.0
8.2,1,2,13,1280,1044,8.3,72,96,68,1,95,36,74.19
7.0,3,2,31,1375,1103,9.7,56,44,62,5,71,53,71.42
7.8,2,1,5,1664,1618,24.1,65,67,64,1,37,41,69.29
7.2,2,0,2,1484,1410,16.2,68,68,89,4,77,47,75.92
7.5,5,5,57,1925,1876,29.8,40,60,94,4,54,41,89.53
7.1,0,2,43,1894,1869,28.3,70,83,76,3,85,61,77.51
7.3,2,2,11,1424,1343,14.2,40,65,85,1,68,45,68.21
7.8,1,2,45,1527,1390,16.1,65,76,68,0,67,65,71.89
6.3,0,1,29,0,900,2.4,27,48,83,2,79,79,53.73
6.3,0,6,100,1261,1400,10.9,19,38,81,1,100,55,71.93
5.8,0,8,100,1469,1766,20.6,76,53,65,4,81,80,83.87
5.6,2,2,22,1784,2200,32.0,69,53,77,3,30,61,70.95
6.0,1,3,64,1336,0,7.9,55,51,78,1,80,73,64.63
7.7,1,3,41,1389,0,12.7,58,67,69,0,49,78,73.73
6.4,0,2,38,1149,1203,8.0,30,51,85,1,48,41,51.24
8.1,1,3,71,0,900,4.2,58,56,66,1,72,66,76.57
7.5,4,1,10,1330,1311,10.9,60,85,85,1,51,60,76.76
5.1,1,2,34,1684,0,20.3,50,39,95,2,50,52,62.28
8.3,2,4,28,1427,1367,15.2,55,85,83,1,64,33,80.5
8.5,2,4,71,1154,1628,17.1,40,78,86,2,92,60,89.56
6.3,2,3,77,1563,2008,25.3,31,76,86,1,58,55,76.43
8.0,1,2,42,1484,1274,12.3,61,81,86,2,63,49,76.81
6.5,3,0,30,1836,0,20.0,36,57,74,1,76,42,70.75
7.6,1,4,75,0,900,1.7,66,51,82,3,66,100,80.34
6.0,3,1,11,1459,1907,22.6,64,52,81,3,41,49,66.35
5.3,0,2,38,1201,904,5.6,77,55,63,1,57,67,59.24
7.0,1,1,29,1788,0,21.8,64,41,73,4,22,66,60.89
7.4,0,3,28,1209,1234,10.0,100,68,69,1,69,68,72.67
7.0,2,3,67,1109,900,5.7,52,53,72,1,60,13,66.4
6.1,1,3,38,1188,1668,14.9,65,60,88,1,46,83,67.07
7.0,0,1,18,0,900,1.5,47,57,73,1,100,43,55.23
7.8,0,2,30,1316,1060,8.9,76,77,72,3,44,45,73.98
7.4,3,1,22,0,900,4.9,61,70,78,2,77,85,79.67
7.7,3,2,77,932,1257,7.1,26,52,75,4,74,70,77.28
6.7,1,2,24,982,900,3.6,43,60,69,2,55,59,58.43
8.9,2,1,0,1734,0,21.4,55,31,79,2,68,38,68.07
6.1,1,4,60,0,900,3.2,35,50,77,2,64,47,66.46
8.1,1,1,9,1448,1170,12.7,67,68,71,1,51,69,65.93
8.9,3,3,39,1450,1566,17.7,32,50,80,4,61,68,82.01
8.1,0,0,19,1483,1574,16.9,54,76,73,2,68,27,63.36
7.3,1,2,17,1669,0,17.9,52,40,86,0,68,69,66.92
6.9,1,4,52,1254,0,8.7,76,65,59,2,76,51,78.82
8.7,1,2,38,1668,1958,27.8,54,63,72,2,32,77,79.95
5.8,1,1,10,1533,1899,24.0,73,74,79,2,65,55,63.51
6.3,1,0,9,1212,0,5.7,65,49,74,2,35,60,54.41
7.0,0,5,74,1682,1871,25.5,37,57,63,1,55,71,74.93
9.0,1,2,32,1517,0,16.1,97,87,97,2,61,52,85.27
8.0,0,1,24,1186,1617,15.9,77,84,78,2,88,48,75.95
6.3,0,3,51,1208,900,6.6,40,27,65,0,75,30,54.24
7.1,0,3,35,1643,1075,13.9,38,37,85,3,43,63,58.31
6.8,2,3,23,1804,2115,29.0,79,82,74,7,100,66,84.83
6.6,1,2,18,1584,1145,15.5,74,77,88,1,44,64,69.16
8.7,2,1,4,0,900,4.0,70,78,73,3,78,56,75.87
5.9,2,4,76,1766,0,21.3,40,55,86,1,96,62,79.65
9.4,2,3,19,1869,2029,30.8,47,67,78,4,70,71,84.82
8.5,1,2,43,1432,1247,13.1,81,41,78,1,40,44,69.31
8.8,1,4,47,1549,1647,19.8,68,58,71,0,73,70,83.57
6.9,1,1,37,1700,2052,28.0,44,74,73,2,57,46,67.72
7.3,2,4,51,0,900,3.1,83,59,81,2,36,30,71.54
5.8,1,1,22,1155,1569,13.5,94,71,75,1,53,51,67.21
6.9,3,2,41,1810,1814,26.7,49,77,68,5,39,38,76.1
8.1,3,0,28,1909,1938,30.8,46,79,70,4,54,67,76.36
9.1,0,1,13,1278,1574,15.8,85,74,83,1,71,44,75.92
6.2,0,2,24,2360,2200,42.5,87,53,84,1,59,72,69.51
7.1,2,3,53,0,900,2.7,87,64,87,4,88,67,85.26
7.3,1,3,22,1738,1354,21.9,65,45,74,2,75,29,69.1
5.8,0,6,56,1454,1466,18.7,49,30,95,0,62,53,63.71
8.2,3,2,39,876,900,4.1,74,67,87,3,50,99,88.85
6.6,0,5,80,1472,1449,15.6,52,49,77,3,97,79,77.45
7.3,4,0,15,1626,1538,20.5,51,50,78,4,51,83,74.0
7.0,2,3,44,1592,1231,16.1,61,57,84,1,100,85,79.49
6.6,2,1,13,1106,900,4.9,59,73,70,3,38,73,66.05
7.5,0,1,45,1301,1620,16.7,49,80,63,4,79,56,75.63
7.2,0,3,71,1704,0,21.1,39,46,79,1,35,72,65.77
7.1,1,0,11,0,900,3.2,55,92,79,1,10,68,61.34
6.6,0,5,59,1677,1811,24.2,47,65,69,4,83,56,75.31
7.9,1,2,18,1782,0,20.2,34,72,71,0,23,41,65.58
9.5,1,2,40,1535,1389,16.4,62,52,87,2,86,60,81.66
7.7,0,2,15,1490,1782,20.6,62,61,79,1,85,28,66.19
8.7,0,6,63,1653,1652,21.0,72,64,61,2,65,47,83.79
5.8,2,5,62,1528,2010,25.8,61,28,52,1,65,59,73.23
7.7,0,0,17,1040,1306,8.8,58,61,55,1,15,31,52.15
6.2,0,0,32,1956,1864,32.3,72,70,93,3,25,60,67.32
5.7,2,1,25,0,900,2.2,61,48,71,2,38,30,54.61
6.6,4,3,53,1776,1575,23.8,64,47,75,0,44,28,79.07
8.9,1,2,48,1626,1666,21.0,69,83,100,4,66,28,87.47
8.6,0,2,47,0,900,3.0,49,68,68,2,91,69,68.93
7.8,1,2,25,1089,916,4.7,76,61,86,1,55,44,70.46
5.7,3,0,23,1751,0,22.4,59,59,75,4,54,100,70.31
7.3,2,3,61,1368,1425,12.4,57,70,86,0,71,43,75.92
7.9,2,4,62,1749,1839,26.3,76,77,82,2,50,55,87.84
7.7,1,1,24,1663,1538,22.0,50,78,58,1,61,52,69.62
5.3,1,3,54,1398,1320,14.0,52,62,68,1,55,33,58.39
6.4,0,3,53,1815,0,22.4,68,79,68,1,97,59,70.0
7.4,2,8,78,1142,994,7.2,63,32,80,1,78,56,86.62
8.1,2,4,64,0,900,3.2,100,81,71,2,77,58,89.62
4.9,4,2,51,1516,1299,14.0,78,50,80,0,59,44,71.15
7.3,1,3,60,1997,1651,27.8,16,42,83,2,60,57,66.39
7.7,0,2,39,1645,0,16.3,65,79,95,2,70,35,72.19
8.5,1,2,36,0,900,3.6,26,65,83,4,55,76,67.44
8.3,2,2,28,1774,2189,30.4,52,79,77,3,60,57,80.8
8.2,2,3,44,1523,1188,15.0,63,60,80,2,60,83,80.27
6.5,0,0,20,1493,1391,16.5,51,64,60,5,93,74,63.33
5.2,1,1,27,1133,1316,9.9,20,52,72,2,56,55,51.3
7.0,1,2,47,1453,917,9.1,61,60,68,2,75,60,69.9
8.7,1,7,86,1702,1895,26.8,49,56,88,2,70,68,92.94
9.2,3,1,38,1171,0,7.8,71,48,85,3,53,74,84.4
8.4,1,4,48,1211,0,6.5,25,48,59,2,90,53,71.21
8.0,2,1,25,1625,1771,22.1,46,67,84,0,64,60,70.61
8.0,1,3,37,1748,1922,26.0,74,54,86,1,100,52,80.89
6.8,2,3,44,2104,1827,32.8,19,68,70,0,57,81,70.79
7.3,1,1,52,0,900,3.5,68,59,86,3,93,62,74.67
9.5,3,2,41,1417,1719,17.6,45,60,79,2,62,80,79.76
6.4,1,7,97,1425,0,12.4,55,86,65,3,80,74,86.6
9.4,1,4,79,1749,1497,21.3,39,57,63,3,78,68,88.62
7.1,0,2,0,1671,1639,23.7,54,63,100,0,59,70,64.73
9.1,1,3,43,1422,1398,14.5,41,94,75,2,83,64,86.71
5.8,1,2,26,0,0,1.0,37,71,81,0,60,28,51.47
8.2,1,6,69,1491,1603,19.3,74,69,62,2,68,52,85.23
6.6,4,4,35,1311,1149,9.9,57,48,95,1,69,54,75.68
5.8,0,4,54,1153,1310,9.6,64,24,86,2,29,61,60.1
7.8,2,3,56,0,900,1.7,61,21,79,1,55,69,72.6
8.7,5,2,31,1459,1099,11.4,83,59,94,2,71,46,88.78
6.5,0,4,69,1956,2200,34.8,66,86,63,1,94,22,76.58
5.7,2,2,35,0,900,2.4,69,44,71,2,78,50,62.68
7.4,1,0,27,0,900,3.7,72,45,78,1,58,63,63.52
7.4,0,3,38,1284,0,10.4,44,57,71,4,67,63,66.12
8.2,1,1,0,1069,1074,6.5,91,66,85,0,53,36,67.76
8.6,4,2,10,1198,979,6.2,35,69,83,1,61,63,73.02
7.4,0,1,14,1659,1537,20.9,65,80,90,2,69,63,73.23
9.7,1,5,56,1628,1827,23.4,65,54,79,3,61,58,89.43
7.8,1,6,73,1881,0,25.5,100,83,67,2,78,100,97.86
7.1,3,2,51,1818,1692,24.7,67,71,74,2,81,31,78.82
5.6,0,4,35,1589,1853,22.7,46,46,83,2,85,43,65.65
7.2,2,1,44,1695,1548,21.8,48,46,74,1,65,65,69.13
7.1,2,3,33,1275,1282,11.2,51,39,79,1,49,55,71.11
8.7,2,1,3,1706,1733,24.4,61,84,73,1,77,47,77.36
8.1,4,2,31,1467,1249,14.4,63,58,83,3,27,45,79.38
6.1,3,3,68,1755,1860,26.3,67,52,83,2,54,34,75.81
7.7,0,5,59,1625,1606,20.9,60,66,100,0,80,66,77.04
8.3,1,3,36,1357,1156,10.7,69,46,61,1,82,53,76.15
9.3,1,2,25,1169,1327,9.0,39,91,81,3,54,74,76.98
8.6,1,2,51,0,900,2.7,31,70,98,3,71,34,75.87
8.4,1,3,39,1349,0,11.0,79,69,89,2,48,78,77.78
7.6,1,4,64,1555,1477,17.7,31,60,97,2,78,68,74.1
8.0,1,2,35,1255,900,7.7,58,41,67,2,82,47,67.28
9.0,4,2,32,0,900,2.4,45,83,78,3,61,70,80.6
5.9,0,0,2,1454,900,8.5,91,93,64,1,81,63,63.11
7.1,4,3,75,1826,2010,29.5,93,47,69,0,73,67,92.88
6.6,1,1,63,1852,1563,24.7,60,44,92,3,72,53,74.39
8.0,2,3,32,1643,1777,24.0,54,49,66,2,71,39,71.26
9.0,3,2,17,1908,0,27.1,55,54,74,0,24,28,70.0
6.8,1,3,46,1120,900,5.0,63,83,68,2,88,47,72.24
4.6,1,3,11,1889,1703,27.3,75,37,80,1,77,25,55.62
7.0,1,5,70,1092,1557,11.7,100,98,63,3,77,71,93.17
8.6,1,3,76,1503,1393,16.4,40,95,78,3,45,53,82.33
8.1,4,1,13,1256,1674,13.9,64,76,87,0,58,33,76.45
8.0,3,1,38,0,0,8.0,57,73,74,2,53,73,79.9
7.2,0,0,32,1721,1656,20.8,50,75,91,2,20,64,63.46
6.0,0,2,21,1030,1073,6.1,52,48,83,1,100,53,56.59
8.1,1,2,36,970,1053,5.7,58,45,74,2,85,85,69.78
6.5,0,0,15,1303,1413,14.8,63,61,70,4,40,77,57.55
10.0,2,0,20,1282,1613,16.3,66,47,88,1,42,55,76.18
8.2,0,1,34,1328,1349,11.8,68,52,74,2,63,60,69.68
6.8,1,3,62,1297,1450,13.0,34,72,76,1,81,26,73.42
6.8,0,5,58,1706,2195,29.8,47,66,99,1,72,31,71.48
7.4,1,3,48,1474,1081,10.2,69,84,88,4,73,43,80.95
7.2,2,2,56,0,0,0.6,85,56,70,4,50,32,71.65
8.8,1,1,45,1964,2164,34.0,68,94,78,4,44,55,85.92
7.7,4,5,73,0,900,3.3,54,52,87,1,65,90,85.79
6.6,3,1,14,1569,1326,15.4,68,74,71,2,49,49,71.73
9.8,1,1,37,1764,1528,22.2,64,71,92,0,32,56,80.56
7.6,0,4,66,1673,1768,24.3,41,80,82,1,72,65,79.56
8.4,3,5,77,1230,1361,12.2,56,53,100,5,100,62,89.49
6.8,3,3,57,1343,1122,8.8,63,74,75,3,48,63,76.59
7.9,3,5,55,1798,1905,27.2,72,70,83,1,66,48,87.96
7.9,0,3,58,967,900,5.2,85,49,70,6,54,58,79.29
5.2,5,4,60,1645,1958,26.8,92,91,77,2,51,59,95.8
9.9,1,1,39,1446,1573,18.7,29,67,72,1,10,48,71.54
9.0,2,3,46,1276,1459,13.6,56,80,88,1,53,43,80.33
7.0,3,5,78,1420,0,12.1,86,70,61,2,63,53,92.06
6.2,0,0,16,1986,2159,34.2,73,38,49,0,73,38,57.28
7.9,3,3,37,982,900,4.6,74,79,80,1,66,75,82.19
7.6,1,3,32,1134,1164,5.9,46,43,78,2,82,72,62.8
7.9,4,3,58,918,900,4.6,47,56,70,2,67,72,85.41
7.7,1,2,21,1368,1092,9.9,71,68,79,3,57,55,72.61
8.1,4,5,64,1312,1460,14.4,51,65,58,2,100,37,89.45
9.2,0,2,28,0,0,0.0,39,77,93,1,55,70,70.83
8.2,2,0,15,1548,0,15.4,61,27,70,3,56,31,64.24
6.2,1,3,56,1356,0,8.8,56,35,88,3,57,83,68.86
9.1,1,3,22,1635,0,18.3,75,78,66,3,57,94,84.43
9.5,0,1,11,1263,1296,9.9,67,65,64,2,78,75,71.12
10.0,2,3,34,2129,1877,33.1,94,75,68,0,68,52,90.32
6.2,0,3,42,1684,0,18.4,42,65,78,4,49,43,66.81
7.8,1,2,4,1654,1322,18.8,60,47,87,4,67,57,64.64
5.0,1,5,87,1687,1727,23.2,70,34,93,0,93,45,70.23
8.2,4,0,10,1186,1056,5.0,69,77,88,1,42,60,73.95
6.8,0,4,55,1425,1446,14.4,64,49,63,1,58,58,66.29
9.8,0,1,33,1438,1305,13.9,28,73,76,4,47,90,73.51
6.6,0,3,53,1358,966,6.2,24,58,73,1,62,48,59.06
5.5,1,3,53,1395,1650,19.3,40,38,77,4,75,81,63.3
6.9,0,3,45,0,0,0.0,68,53,81,0,67,55,63.12
5.1,1,1,23,1748,1639,25.1,25,72,70,2,62,55,60.43
8.4,3,2,46,1482,1447,16.7,71,68,97,2,87,61,87.94
5.0,2,1,29,1589,1424,17.9,54,50,73,3,61,72,64.2
7.5,1,1,47,993,900,4.8,53,69,85,0,73,24,63.19
5.0,0,3,48,975,1334,10.0,94,77,63,4,57,44,67.88
7.1,2,3,55,1216,1236,10.0,92,61,97,3,76,40,84.02
9.5,0,2,32,1991,1881,30.4,47,100,84,1,68,61,82.15
7.9,2,3,50,2102,0,30.5,73,69,75,2,62,67,83.22
6.5,1,4,63,1794,1665,22.4,60,55,81,0,76,33,73.99
7.5,1,3,39,1381,1138,11.5,75,69,82,3,39,69,75.63
7.5,1,0,0,1627,1521,20.3,52,99,79,1,63,50,67.14
8.1,3,3,55,1878,0,24.2,35,87,75,1,43,55,83.8
5.9,0,2,40,2056,2200,36.7,59,35,65,4,86,74,65.85
8.2,1,5,92,1154,1088,8.0,74,41,93,1,71,45,81.9
4.3,0,1,22,0,900,2.6,57,49,79,0,45,62,45.9
6.7,2,1,7,1561,1705,20.8,74,96,70,3,72,95,80.21
6.9,3,2,34,0,900,5.4,82,63,75,4,70,60,78.9
8.3,1,2,45,1403,1335,14.0,81,54,89,0,63,72,75.78
7.5,1,1,0,1675,2180,30.6,68,95,90,2,10,71,70.44
5.8,4,5,69,1515,1379,15.2,36,74,75,3,92,52,80.25
6.3,1,4,67,1199,1109,7.0,24,54,72,3,72,74,65.98
7.7,1,1,25,1618,1578,19.8,70,53,73,0,49,44,66.79
7.4,1,4,52,1291,1206,10.4,74,78,88,1,53,74,74.7
6.8,2,3,27,1489,1201,13.9,60,45,90,2,89,82,73.8
6.9,0,3,45,1503,0,13.0,64,52,75,4,73,63,67.87
8.3,3,1,3,2006,0,29.1,58,67,84,6,88,55,85.9
6.9,1,2,44,1596,2134,27.1,61,53,74,6,86,81,77.64
7.4,0,2,34,1473,1666,19.6,66,47,64,1,66,51,65.95
10.0,2,4,80,0,0,0.1,76,76,84,0,79,52,89.65
5.8,1,1,0,1717,2200,31.7,62,59,76,1,32,53,58.13
5.3,0,1,16,0,900,1.8,60,59,76,2,71,80,54.87
8.4,2,0,21,1234,1405,10.2,57,33,86,2,58,51,67.97
6.7,3,2,51,1530,0,15.5,64,77,64,2,62,55,77.86
7.1,3,2,45,1690,0,18.1,23,30,56,3,55,82,67.01
6.6,4,2,19,1676,1925,26.6,76,64,81,1,75,47,78.39
7.2,3,1,14,1341,1543,15.9,56,97,94,1,49,46,75.61
9.4,0,6,48,1609,1458,19.4,45,82,87,1,59,68,83.46
8.5,1,2,34,1704,2200,29.1,84,60,70,1,45,64,75.87
8.5,3,0,27,1228,1176,9.4,55,57,80,0,33,28,69.19
5.8,1,1,22,1318,1610,18.3,41,55,83,1,76,31,62.74
6.1,2,4,66,0,900,2.0,73,76,83,3,63,69,77.94
4.1,2,4,66,1403,1516,15.9,51,61,72,1,69,37,66.72
6.5,1,1,17,2198,2113,38.4,53,59,71,4,83,70,71.39
8.6,3,2,0,1275,1325,11.2,75,82,54,1,45,43,77.04
8.1,1,1,42,0,900,3.4,77,43,80,0,38,73,72.08
7.2,1,4,64,1597,1873,23.9,35,51,85,0,73,58,70.04
7.5,5,1,3,1394,1582,17.3,58,54,87,4,49,41,77.71
6.7,1,4,63,1218,1683,13.9,33,77,66,3,89,68,75.75
7.7,0,3,49,1709,0,21.2,52,67,77,0,64,66,68.64
8.4,1,3,65,1076,900,6.1,45,100,77,3,53,63,82.22
5.6,3,1,29,1933,2200,35.7,78,69,69,1,46,45,68.75
7.9,2,2,41,1188,1122,8.0,40,52,88,2,77,66,74.43
8.6,2,3,48,1300,900,4.9,69,80,77,2,61,70,82.83
7.0,2,4,46,0,900,2.7,54,49,72,2,77,67,73.2
8.3,1,5,80,1671,1905,26.5,31,57,89,3,60,59,83.73
10.0,3,1,21,1725,2029,28.9,45,68,84,1,40,70,78.73
7.4,3,2,19,1569,1343,18.9,36,66,71,5,47,45,74.44
8.0,0,3,36,1340,1467,15.3,45,67,60,1,54,33,67.62
6.6,0,3,28,1021,1165,8.5,41,62,70,4,77,59,63.52
7.7,4,4,73,1473,1627,18.0,54,47,79,0,44,81,86.51
8.1,3,0,39,1244,1094,9.4,77,63,72,2,34,86,81.71
7.7,3,3,63,2223,2200,39.6,44,67,66,0,78,75,90.97
6.3,3,1,27,1539,1818,21.2,39,72,75,1,66,55,74.17
7.7,1,3,45,1113,0,6.5,49,55,60,1,77,25,64.09
9.3,2,0,5,1400,0,9.4,54,23,83,0,33,60,62.41
8.0,1,4,43,1727,1977,29.3,45,81,98,0,70,41,79.94
8.7,0,1,51,1848,2200,33.6,36,74,83,0,29,64,71.39
7.2,2,5,54,1407,1794,18.8,73,39,90,1,49,62,81.12
8.4,1,4,45,1464,1700,19.9,70,41,71,4,64,99,78.91
7.8,2,1,19,1669,2135,28.6,58,73,74,0,63,83,73.65
6.4,1,2,32,1219,1462,12.0,87,53,65,2,81,45,68.4
7.9,1,1,31,1604,1022,14.2,100,40,83,4,51,66,75.4
6.3,0,2,23,1585,1472,19.1,83,41,88,3,71,57,66.18
6.7,1,3,16,1660,2016,26.3,22,57,71,3,50,53,63.76
7.7,0,1,18,1488,1360,16.9,65,50,80,1,84,55,67.26
7.9,0,2,31,0,900,2.7,45,55,63,2,76,27,63.87
6.1,4,1,18,1030,0,7.9,53,59,76,3,45,50,69.28
8.8,0,2,30,1568,2038,25.4,31,82,69,1,55,74,71.61
8.2,1,3,40,1237,1128,9.0,64,73,79,1,71,10,72.95
6.7,1,2,14,2017,1558,27.3,91,63,83,3,53,34,71.2
5.7,2,2,55,2026,1973,33.9,58,79,68,0,43,71,77.5
7.3,0,1,43,1156,900,4.9,78,46,64,2,64,80,63.06
7.0,2,3,66,1243,1127,8.6,66,59,77,1,67,32,76.32
7.6,2,4,40,807,900,4.0,73,52,77,3,60,80,77.92
7.1,0,3,52,1720,0,19.7,19,58,76,4,70,80,74.96
5.1,1,3,39,1328,1436,14.9,67,54,65,1,39,58,58.79
7.0,4,3,38,0,900,3.0,75,50,65,4,73,60,77.55
7.1,3,2,20,1581,1828,21.8,90,54,80,3,66,76,86.11
8.3,2,3,84,1338,1418,13.5,34,75,59,0,50,48,76.21
6.7,0,4,54,1019,900,6.9,89,57,65,0,37,55,68.88
9.5,1,4,44,1563,1876,23.1,54,21,95,2,80,74,75.65
5.2,1,1,24,1886,0,24.4,63,66,72,3,45,51,62.36
9.1,0,1,33,1491,1474,17.3,76,75,63,2,68,52,75.35
7.2,1,2,31,1191,1164,7.6,76,40,64,2,78,82,70.27
8.5,2,3,49,1455,1299,14.4,28,89,89,0,100,34,79.52
7.6,1,3,61,1653,1976,23.4,62,58,70,4,33,77,77.03
8.9,2,2,19,1439,1448,15.1,40,82,75,2,75,60,81.87
7.0,3,5,72,1170,1390,10.5,60,61,73,3,59,70,87.03
6.2,1,2,24,2105,1605,28.5,49,50,62,3,73,64,66.87
9.2,3,5,58,0,900,1.2,30,73,62,3,78,49,88.65
7.4,0,3,72,1046,1117,7.0,41,53,82,4,95,32,73.77
7.8,3,3,44,2182,1890,35.2,70,60,65,2,74,34,88.04
9.0,0,1,6,1472,1286,15.9,66,41,100,2,81,50,73.36
6.3,0,2,32,0,900,3.5,40,53,62,2,63,72,57.29
8.2,2,2,15,1769,1920,27.9,49,44,65,0,46,58,71.5
6.8,1,3,42,1564,1638,22.0,64,59,82,3,100,79,80.02
7.3,3,1,11,1236,1561,13.8,65,69,79,2,65,67,73.0
7.6,1,3,53,1898,2041,32.6,72,63,90,2,59,57,82.38
5.7,1,3,75,1684,2035,26.6,64,71,82,3,56,81,78.92
6.6,1,3,43,1471,0,14.1,70,90,89,3,84,66,81.04
9.1,1,2,24,1718,1778,26.2,58,65,93,2,25,78,74.07
8.6,1,3,47,1458,1482,15.4,68,66,74,2,42,61,74.01
7.4,2,4,80,839,900,3.4,88,51,58,2,69,43,81.65
7.8,2,1,29,986,1430,11.6,88,32,92,2,20,65,70.26
7.1,3,2,31,1493,1378,15.9,60,62,87,0,48,51,74.73
9.1,4,1,0,1404,1501,15.6,38,77,83,3,59,43,80.36
7.3,1,4,57,1473,1350,15.4,84,61,92,2,87,85,84.25
7.8,2,5,81,1397,0,10.4,17,49,77,2,92,58,74.87
8.9,1,5,84,1163,1099,6.3,69,50,72,3,86,58,85.4
6.6,2,3,65,1085,1019,4.8,68,39,88,3,36,48,70.87
9.4,1,1,11,1246,1251,11.0,60,65,80,2,38,41,69.78
5.7,5,4,51,1726,1747,25.5,67,40,75,3,66,62,82.71
9.5,2,3,44,1254,1116,8.4,36,86,93,1,87,76,85.99
7.1,4,1,32,1812,1619,26.5,41,72,91,5,71,80,84.26
7.2,3,2,30,1189,1054,8.0,36,77,72,3,65,50,76.69
5.2,3,2,41,1855,1816,28.5,39,75,63,4,25,67,69.93
7.0,3,3,40,1345,1412,15.1,47,54,68,0,80,99,78.52
6.3,1,1,11,1407,1305,10.9,56,71,72,3,48,53,61.73
6.8,1,7,100,1410,1125,11.3,77,55,73,2,69,60,83.81
7.3,1,2,38,1674,1371,21.0,95,57,80,3,76,75,79.04
8.6,0,1,33,1575,1346,17.3,45,62,100,2,45,52,67.91
7.7,1,4,54,1541,0,17.0,58,49,88,2,75,30,74.01
7.9,1,1,34,1475,1694,18.7,61,60,90,2,62,92,74.02
6.2,1,3,30,1329,1053,8.2,43,56,77,0,100,49,66.15
6.4,4,2,20,1829,1935,29.4,51,69,80,0,54,69,74.79
9.7,3,6,96,1525,1617,20.9,90,65,83,3,93,53,98.0
6.6,0,1,20,1672,2130,29.0,81,50,90,2,38,97,68.53
9.5,1,3,42,1560,2140,26.2,83,79,87,0,69,82,90.74
7.2,1,2,20,1373,1638,16.4,69,46,85,4,56,60,69.91
7.5,1,6,94,2218,0,35.6,75,59,71,0,81,54,91.25
8.8,2,1,49,1869,2002,30.5,66,76,60,1,63,52,80.6
9.0,1,1,31,1337,1154,11.1,88,79,89,2,80,60,82.3
7.4,1,5,63,2115,1828,33.1,10,82,85,1,77,43,76.41
7.0,3,5,90,1778,1388,19.7,40,66,71,2,58,53,88.44
7.4,3,3,51,1172,1211,8.0,33,63,100,1,37,19,70.55
7.9,0,4,51,1764,0,19.6,47,88,69,3,60,54,77.65
8.6,2,1,41,1624,1822,24.9,60,51,77,0,77,42,70.94
7.5,1,4,55,1549,1267,15.0,57,74,75,3,81,52,75.17
8.2,1,5,48,1804,1867,29.1,44,66,71,5,68,79,88.55
9.5,0,2,29,1602,1411,17.1,63,33,72,3,52,57,71.08
8.0,1,2,41,897,900,6.3,66,89,71,0,60,75,74.0
7.9,1,1,11,1093,900,7.5,69,50,70,1,37,46,61.17
5.7,1,0,0,1243,1081,6.6,73,100,83,0,60,37,61.01
4.3,2,2,56,2098,2092,36.1,48,54,86,1,69,63,68.39
8.0,2,3,90,1695,1543,21.5,78,48,71,3,93,43,87.22
7.4,0,2,26,1662,1430,19.6,58,74,72,4,77,62,72.53
6.9,0,2,24,1532,1331,13.6,73,54,81,1,24,28,58.56
7.8,3,1,1,1223,900,4.4,48,63,80,2,78,46,70.31
7.4,0,1,9,1063,968,4.1,90,70,79,2,64,81,71.02
8.9,4,4,35,1798,1806,27.8,69,67,79,2,67,69,93.39
7.6,2,1,2,1999,1893,31.3,62,62,84,2,61,48,72.98
6.6,1,2,34,1703,1752,23.8,38,51,89,2,67,64,65.76
8.7,0,1,0,1352,1593,16.1,79,31,72,1,71,61,60.14
7.2,0,2,11,1377,1641,17.0,40,67,81,4,54,79,67.2
8.1,0,2,37,0,900,2.5,99,72,73,4,78,38,75.29
6.9,0,3,36,1707,1553,21.3,73,93,58,1,100,10,72.77
6.7,2,1,27,1465,0,12.0,36,72,69,1,40,53,64.05
7.6,0,2,28,1452,1311,16.2,63,45,95,4,51,55,71.89
7.5,1,1,19,1338,1488,15.4,95,29,88,2,58,61,70.84
8.1,1,0,21,0,900,2.3,59,26,57,0,29,71,55.74
7.2,1,3,37,1300,1109,8.7,53,61,71,2,64,64,71.44
